model_pair,benchmark,condition,cond_type,item_id,source_item_id,baseline_correct,condition_correct,score_flip,token_changed,token_change_no_score_flip,accept_rate,temperature,construct,mechanism_item_id,n_diag_steps,mean_target_entropy_topk,mean_draft_entropy_topk,mean_js_div_topk,mean_target_prob_draft_token,mean_exact_accept_prob,mean_exact_reject_prob
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_12,gsm8k_11,1,1,0,0,0,0.025974025974025976,0.7,math_reasoning,gsm8k_11,77,1.0606172119757,0.6858548249030249,0.6536327339086062,0.02520337789357835,0.03863941122650523,0.9613605887734947
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_13,gsm8k_7,0,0,0,0,0,0.034782608695652174,0.7,math_reasoning,gsm8k_7,115,0.5217504600443255,0.6294506422507523,0.6547377507650886,0.02740415899443972,0.036745923930483294,0.9632540760695166
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_14,gsm8k_4,0,0,0,0,0,0.06557377049180328,0.7,math_reasoning,gsm8k_4,122,0.35086263277380164,0.8660631798135933,0.6344569067950719,0.057060877142428496,0.07329260836550262,0.9267073916344973
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_15,gsm8k_4,0,0,0,0,0,0.06557377049180328,0.7,math_reasoning,gsm8k_4,122,0.35086263277380164,0.8660631798135933,0.6344569067950719,0.057060877142428496,0.07329260836550262,0.9267073916344973
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_16,gsm8k_11,1,1,0,0,0,0.025974025974025976,0.7,math_reasoning,gsm8k_11,77,1.0606172119757,0.6858548249030249,0.6536327339086062,0.02520337789357835,0.03863941122650523,0.9613605887734947
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_17,gsm8k_8,0,0,0,0,0,0.07407407407407407,0.7,math_reasoning,gsm8k_8,54,0.35762749137620675,0.8045525483576557,0.6572871305565597,0.04864066629399794,0.06837748357086941,0.9316225164291305
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_18,gsm8k_3,0,0,0,0,0,0.2727272727272727,0.7,math_reasoning,gsm8k_3,11,0.339679408083119,0.7984967762285002,0.5079073735162359,0.1357910137066769,0.23556790659633584,0.7644320934036642
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_19,gsm8k_13,0,0,0,0,0,0.045454545454545456,0.7,math_reasoning,gsm8k_13,88,0.6995895744380998,0.909524032507158,0.6487008082708633,0.029309834577392047,0.053631596523319065,0.9463684034766809
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_20,gsm8k_13,0,0,0,0,0,0.045454545454545456,0.7,math_reasoning,gsm8k_13,88,0.6995895744380998,0.909524032507158,0.6487008082708633,0.029309834577392047,0.053631596523319065,0.9463684034766809
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_21,gsm8k_4,0,0,0,0,0,0.06557377049180328,0.7,math_reasoning,gsm8k_4,122,0.35086263277380164,0.8660631798135933,0.6344569067950719,0.057060877142428496,0.07329260836550262,0.9267073916344973
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_22,gsm8k_11,1,1,0,0,0,0.025974025974025976,0.7,math_reasoning,gsm8k_11,77,1.0606172119757,0.6858548249030249,0.6536327339086062,0.02520337789357835,0.03863941122650523,0.9613605887734947
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_23,gsm8k_5,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_5,96,0.8226338150377446,0.9093369285972185,0.6794255714390234,0.004463209008458179,0.005323355319921573,0.9946766446800783
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_24,gsm8k_17,0,0,0,0,0,0.036585365853658534,0.7,math_reasoning,gsm8k_17,128,0.5694961457721112,0.9562303814529061,0.6583135042525884,0.02389948970866725,0.03114241818539409,0.9688575818146059
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_25,gsm8k_12,0,0,0,0,0,0.01953125,0.7,math_reasoning,gsm8k_12,128,0.6364919288685812,0.5976629702632437,0.6747038707800634,0.013678766827274114,0.02265901417684023,0.9773409858231598
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_26,gsm8k_1,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_1,54,0.3188619518645354,0.24762198569660057,0.6762011404316437,0.0016248792961415565,0.0016259392358807842,0.998374060764119
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_27,gsm8k_7,0,0,0,0,0,0.034782608695652174,0.7,math_reasoning,gsm8k_7,115,0.5217504600443255,0.6294506422507523,0.6547377507650886,0.02740415899443972,0.036745923930483294,0.9632540760695166
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_28,gsm8k_18,0,0,0,0,0,0.02,0.7,math_reasoning,gsm8k_18,128,0.777191887129791,0.6282746028491564,0.6760837267983202,0.00934753844840892,0.01733532306566516,0.9826646769343348
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_29,gsm8k_3,0,0,0,0,0,0.2727272727272727,0.7,math_reasoning,gsm8k_3,11,0.339679408083119,0.7984967762285002,0.5079073735162359,0.1357910137066769,0.23556790659633584,0.7644320934036642
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_30,gsm8k_19,0,0,0,0,0,0.01282051282051282,0.7,math_reasoning,gsm8k_19,78,0.9331057464890912,0.3242699306869689,0.6701699989560083,0.017702715992678548,0.021301186301816398,0.9786988136981836
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_31,gsm8k_16,0,0,0,0,0,0.023529411764705882,0.7,math_reasoning,gsm8k_16,128,0.8401587845232971,0.7666186408916258,0.6629002009197186,0.02681674829880674,0.03562024299736437,0.9643797570026356
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_32,gsm8k_12,0,0,0,0,0,0.01953125,0.7,math_reasoning,gsm8k_12,128,0.6364919288685812,0.5976629702632437,0.6747038707800634,0.013678766827274114,0.02265901417684023,0.9773409858231598
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_33,gsm8k_2,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_2,91,0.36288963845113636,0.7812908011180975,0.6735448826326572,0.00016910797196417312,0.0005344755700698488,0.9994655244299301
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_34,gsm8k_8,0,0,0,0,0,0.07407407407407407,0.7,math_reasoning,gsm8k_8,54,0.35762749137620675,0.8045525483576557,0.6572871305565597,0.04864066629399794,0.06837748357086941,0.9316225164291305
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_35,gsm8k_14,0,0,0,0,0,1.0,0.7,math_reasoning,gsm8k_14,1,2.197722014041429,1.8937372393750864,0.08137549459564562,0.0011801335016413965,1.0,0.0
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_36,gsm8k_16,0,0,0,0,0,0.023529411764705882,0.7,math_reasoning,gsm8k_16,128,0.8401587845232971,0.7666186408916258,0.6629002009197186,0.02681674829880674,0.03562024299736437,0.9643797570026356
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_37,gsm8k_19,0,0,0,0,0,0.01282051282051282,0.7,math_reasoning,gsm8k_19,78,0.9331057464890912,0.3242699306869689,0.6701699989560083,0.017702715992678548,0.021301186301816398,0.9786988136981836
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_38,gsm8k_11,1,1,0,0,0,0.025974025974025976,0.7,math_reasoning,gsm8k_11,77,1.0606172119757,0.6858548249030249,0.6536327339086062,0.02520337789357835,0.03863941122650523,0.9613605887734947
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_39,gsm8k_5,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_5,96,0.8226338150377446,0.9093369285972185,0.6794255714390234,0.004463209008458179,0.005323355319921573,0.9946766446800783
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_40,gsm8k_11,1,1,0,0,0,0.025974025974025976,0.7,math_reasoning,gsm8k_11,77,1.0606172119757,0.6858548249030249,0.6536327339086062,0.02520337789357835,0.03863941122650523,0.9613605887734947
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_41,gsm8k_14,0,0,0,0,0,1.0,0.7,math_reasoning,gsm8k_14,1,2.197722014041429,1.8937372393750864,0.08137549459564562,0.0011801335016413965,1.0,0.0
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_42,gsm8k_17,0,0,0,0,0,0.036585365853658534,0.7,math_reasoning,gsm8k_17,128,0.5694961457721112,0.9562303814529061,0.6583135042525884,0.02389948970866725,0.03114241818539409,0.9688575818146059
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_43,gsm8k_10,0,0,0,0,0,0.1111111111111111,0.7,math_reasoning,gsm8k_10,9,1.3609329434131967,1.4642051279518826,0.6239716868321178,0.006337045666222463,0.11398265424187004,0.88601734575813
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_44,gsm8k_0,1,1,0,0,0,0.03508771929824561,0.7,math_reasoning,gsm8k_0,128,0.4931260963193046,0.6536949041736901,0.6688307318615951,0.030391118583610384,0.03298633323135114,0.9670136667686489
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_45,gsm8k_1,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_1,54,0.3188619518645354,0.24762198569660057,0.6762011404316437,0.0016248792961415565,0.0016259392358807842,0.998374060764119
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_46,gsm8k_7,0,0,0,0,0,0.034782608695652174,0.7,math_reasoning,gsm8k_7,115,0.5217504600443255,0.6294506422507523,0.6547377507650886,0.02740415899443972,0.036745923930483294,0.9632540760695166
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_47,gsm8k_6,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_6,3,2.0072375651116166,1.2173242696632742,0.4424256709236185,0.0006083442139746348,0.06679464486199178,0.9332053551380083
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_48,gsm8k_1,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_1,54,0.3188619518645354,0.24762198569660057,0.6762011404316437,0.0016248792961415565,0.0016259392358807842,0.998374060764119
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_49,gsm8k_6,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_6,3,2.0072375651116166,1.2173242696632742,0.4424256709236185,0.0006083442139746348,0.06679464486199178,0.9332053551380083
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_50,gsm8k_14,0,0,0,0,0,1.0,0.7,math_reasoning,gsm8k_14,1,2.197722014041429,1.8937372393750864,0.08137549459564562,0.0011801335016413965,1.0,0.0
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_51,gsm8k_19,0,0,0,0,0,0.01282051282051282,0.7,math_reasoning,gsm8k_19,78,0.9331057464890912,0.3242699306869689,0.6701699989560083,0.017702715992678548,0.021301186301816398,0.9786988136981836
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_52,gsm8k_15,1,1,0,0,0,0.0,0.7,math_reasoning,gsm8k_15,10,1.911336885342536,1.045367447528157,0.6308382923912432,0.004374081962006862,0.015584082269042157,0.9844159177309578
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_53,gsm8k_6,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_6,3,2.0072375651116166,1.2173242696632742,0.4424256709236185,0.0006083442139746348,0.06679464486199178,0.9332053551380083
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_54,gsm8k_17,0,0,0,0,0,0.036585365853658534,0.7,math_reasoning,gsm8k_17,128,0.5694961457721112,0.9562303814529061,0.6583135042525884,0.02389948970866725,0.03114241818539409,0.9688575818146059
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_55,gsm8k_2,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_2,91,0.36288963845113636,0.7812908011180975,0.6735448826326572,0.00016910797196417312,0.0005344755700698488,0.9994655244299301
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_56,gsm8k_10,0,0,0,0,0,0.1111111111111111,0.7,math_reasoning,gsm8k_10,9,1.3609329434131967,1.4642051279518826,0.6239716868321178,0.006337045666222463,0.11398265424187004,0.88601734575813
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_57,gsm8k_2,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_2,91,0.36288963845113636,0.7812908011180975,0.6735448826326572,0.00016910797196417312,0.0005344755700698488,0.9994655244299301
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_58,gsm8k_10,0,0,0,0,0,0.1111111111111111,0.7,math_reasoning,gsm8k_10,9,1.3609329434131967,1.4642051279518826,0.6239716868321178,0.006337045666222463,0.11398265424187004,0.88601734575813
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_59,gsm8k_9,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_9,14,0.8842657273875055,0.964544272213086,0.5846870236684923,0.025948393234146654,0.08329890468637788,0.916701095313622
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_60,gsm8k_2,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_2,91,0.36288963845113636,0.7812908011180975,0.6735448826326572,0.00016910797196417312,0.0005344755700698488,0.9994655244299301
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_61,gsm8k_2,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_2,91,0.36288963845113636,0.7812908011180975,0.6735448826326572,0.00016910797196417312,0.0005344755700698488,0.9994655244299301
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_62,gsm8k_6,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_6,3,2.0072375651116166,1.2173242696632742,0.4424256709236185,0.0006083442139746348,0.06679464486199178,0.9332053551380083
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_63,gsm8k_9,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_9,14,0.8842657273875055,0.964544272213086,0.5846870236684923,0.025948393234146654,0.08329890468637788,0.916701095313622
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_64,gsm8k_9,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_9,14,0.8842657273875055,0.964544272213086,0.5846870236684923,0.025948393234146654,0.08329890468637788,0.916701095313622
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_65,gsm8k_10,0,0,0,0,0,0.1111111111111111,0.7,math_reasoning,gsm8k_10,9,1.3609329434131967,1.4642051279518826,0.6239716868321178,0.006337045666222463,0.11398265424187004,0.88601734575813
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_66,gsm8k_16,0,0,0,0,0,0.023529411764705882,0.7,math_reasoning,gsm8k_16,128,0.8401587845232971,0.7666186408916258,0.6629002009197186,0.02681674829880674,0.03562024299736437,0.9643797570026356
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_67,gsm8k_4,0,0,0,0,0,0.06557377049180328,0.7,math_reasoning,gsm8k_4,122,0.35086263277380164,0.8660631798135933,0.6344569067950719,0.057060877142428496,0.07329260836550262,0.9267073916344973
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_68,gsm8k_16,0,0,0,0,0,0.023529411764705882,0.7,math_reasoning,gsm8k_16,128,0.8401587845232971,0.7666186408916258,0.6629002009197186,0.02681674829880674,0.03562024299736437,0.9643797570026356
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_69,gsm8k_7,0,0,0,0,0,0.034782608695652174,0.7,math_reasoning,gsm8k_7,115,0.5217504600443255,0.6294506422507523,0.6547377507650886,0.02740415899443972,0.036745923930483294,0.9632540760695166
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_70,gsm8k_15,1,1,0,0,0,0.0,0.7,math_reasoning,gsm8k_15,10,1.911336885342536,1.045367447528157,0.6308382923912432,0.004374081962006862,0.015584082269042157,0.9844159177309578
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_71,gsm8k_10,0,0,0,0,0,0.1111111111111111,0.7,math_reasoning,gsm8k_10,9,1.3609329434131967,1.4642051279518826,0.6239716868321178,0.006337045666222463,0.11398265424187004,0.88601734575813
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_72,gsm8k_12,0,0,0,0,0,0.01953125,0.7,math_reasoning,gsm8k_12,128,0.6364919288685812,0.5976629702632437,0.6747038707800634,0.013678766827274114,0.02265901417684023,0.9773409858231598
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_73,gsm8k_7,0,0,0,0,0,0.034782608695652174,0.7,math_reasoning,gsm8k_7,115,0.5217504600443255,0.6294506422507523,0.6547377507650886,0.02740415899443972,0.036745923930483294,0.9632540760695166
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_74,gsm8k_9,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_9,14,0.8842657273875055,0.964544272213086,0.5846870236684923,0.025948393234146654,0.08329890468637788,0.916701095313622
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_75,gsm8k_17,0,0,0,0,0,0.036585365853658534,0.7,math_reasoning,gsm8k_17,128,0.5694961457721112,0.9562303814529061,0.6583135042525884,0.02389948970866725,0.03114241818539409,0.9688575818146059
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_76,gsm8k_10,0,0,0,0,0,0.1111111111111111,0.7,math_reasoning,gsm8k_10,9,1.3609329434131967,1.4642051279518826,0.6239716868321178,0.006337045666222463,0.11398265424187004,0.88601734575813
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_77,gsm8k_11,1,1,0,0,0,0.025974025974025976,0.7,math_reasoning,gsm8k_11,77,1.0606172119757,0.6858548249030249,0.6536327339086062,0.02520337789357835,0.03863941122650523,0.9613605887734947
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_78,gsm8k_11,1,1,0,0,0,0.025974025974025976,0.7,math_reasoning,gsm8k_11,77,1.0606172119757,0.6858548249030249,0.6536327339086062,0.02520337789357835,0.03863941122650523,0.9613605887734947
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_79,gsm8k_18,0,0,0,0,0,0.02,0.7,math_reasoning,gsm8k_18,128,0.777191887129791,0.6282746028491564,0.6760837267983202,0.00934753844840892,0.01733532306566516,0.9826646769343348
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_80,gsm8k_7,0,0,0,0,0,0.034782608695652174,0.7,math_reasoning,gsm8k_7,115,0.5217504600443255,0.6294506422507523,0.6547377507650886,0.02740415899443972,0.036745923930483294,0.9632540760695166
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_81,gsm8k_8,0,0,0,0,0,0.07407407407407407,0.7,math_reasoning,gsm8k_8,54,0.35762749137620675,0.8045525483576557,0.6572871305565597,0.04864066629399794,0.06837748357086941,0.9316225164291305
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_82,gsm8k_5,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_5,96,0.8226338150377446,0.9093369285972185,0.6794255714390234,0.004463209008458179,0.005323355319921573,0.9946766446800783
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_83,gsm8k_17,0,0,0,0,0,0.036585365853658534,0.7,math_reasoning,gsm8k_17,128,0.5694961457721112,0.9562303814529061,0.6583135042525884,0.02389948970866725,0.03114241818539409,0.9688575818146059
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_84,gsm8k_2,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_2,91,0.36288963845113636,0.7812908011180975,0.6735448826326572,0.00016910797196417312,0.0005344755700698488,0.9994655244299301
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_85,gsm8k_16,0,0,0,0,0,0.023529411764705882,0.7,math_reasoning,gsm8k_16,128,0.8401587845232971,0.7666186408916258,0.6629002009197186,0.02681674829880674,0.03562024299736437,0.9643797570026356
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_86,gsm8k_0,1,1,0,0,0,0.03508771929824561,0.7,math_reasoning,gsm8k_0,128,0.4931260963193046,0.6536949041736901,0.6688307318615951,0.030391118583610384,0.03298633323135114,0.9670136667686489
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_87,gsm8k_8,0,0,0,0,0,0.07407407407407407,0.7,math_reasoning,gsm8k_8,54,0.35762749137620675,0.8045525483576557,0.6572871305565597,0.04864066629399794,0.06837748357086941,0.9316225164291305
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_88,gsm8k_6,0,0,0,0,0,0.0,0.7,math_reasoning,gsm8k_6,3,2.0072375651116166,1.2173242696632742,0.4424256709236185,0.0006083442139746348,0.06679464486199178,0.9332053551380083
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_89,gsm8k_10,0,0,0,0,0,0.1111111111111111,0.7,math_reasoning,gsm8k_10,9,1.3609329434131967,1.4642051279518826,0.6239716868321178,0.006337045666222463,0.11398265424187004,0.88601734575813
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_90,gsm8k_18,0,0,0,0,0,0.02,0.7,math_reasoning,gsm8k_18,128,0.777191887129791,0.6282746028491564,0.6760837267983202,0.00934753844840892,0.01733532306566516,0.9826646769343348
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_91,gsm8k_18,0,0,0,0,0,0.02,0.7,math_reasoning,gsm8k_18,128,0.777191887129791,0.6282746028491564,0.6760837267983202,0.00934753844840892,0.01733532306566516,0.9826646769343348
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_92,gsm8k_12,0,0,0,0,0,0.01953125,0.7,math_reasoning,gsm8k_12,128,0.6364919288685812,0.5976629702632437,0.6747038707800634,0.013678766827274114,0.02265901417684023,0.9773409858231598
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_93,gsm8k_14,0,0,0,0,0,1.0,0.7,math_reasoning,gsm8k_14,1,2.197722014041429,1.8937372393750864,0.08137549459564562,0.0011801335016413965,1.0,0.0
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,gsm8k_proj_94,gsm8k_0,1,1,0,0,0,0.03508771929824561,0.7,math_reasoning,gsm8k_0,128,0.4931260963193046,0.6536949041736901,0.6688307318615951,0.030391118583610384,0.03298633323135114,0.9670136667686489
